State,District,Basin,Sub_Basin,Station_Name,Station_Type,Date,Month,Year,Agency_name,Latitude,Longitude,_24d,_as,_do,aldrin,alk_phen,alk_tot,b,barium,bhc,bod,bod3_27,ca,carbon_14,cd,chlf_a,cl,cn,co3,cocci,cod,cr,cu,data_gov_update_date,ddt,dieldrin,do_sat_,ec_fld,ec_gen,endos,f,fcol_mpn,fe,har_ca,har_mg,har_total,hco3,hg,k,mg,na,na_,nh3_n,ni,no2_n,no2_no3,no3_n,o_po4_p,org_n,p_tot,pah,pb,ph_fld,ph_gen,rsc,sar,secchi,sio2,sio3,so4,ss,tcol_mpn,tds,temp,toc,ts,turb,zn,_401,ag,al,colour_cod,d_o,d_o_,mn,odour_code,oxygen_18,pcb,ph,phenols,radon,se,strontium,tritium,uranium,no2__n,caco3,mgcaco3,bod
Uttar Pradesh,GORAKHPUR,Ganga,Ghaghra,Regauli,Surface Water,2021-01-01 08:00:00,01,2021,CWC,27.0161111111,83.2122222222,NA,NA,7.1999998093,NA,NA,NA,0.2399999946,NA,NA,NA,5.1999998093,53.8300018311,NA,NA,NA,9.4600000381,NA,0,NA,9,NA,NA,2025-08-27,NA,NA,NA,388,439,NA,0.1400000006,1500,NA,NA,NA,NA,278.2699890137,NA,3.5999999046,17.4099998474,9.8999996185,NA,0.3799999952,NA,0.2399999946,1.0499999523,0.8100000024,NA,NA,0.3300000131,NA,NA,8.529999733,7.9000000954,NA,NA,NA,8.3999996185,NA,8.6400003433,NA,4300,239,16,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,Hapur,Ganga,-,Garhmukteshwar,Surface Water,2021-01-01 10:30:00,01,2021,CWC,28.7663888889,78.1416666667,NA,NA,8.6000003815,NA,NA,NA,0.1800000072,NA,NA,NA,2.5999999046,28.8500003815,NA,NA,NA,8.1000003815,NA,0,NA,5,NA,NA,2025-08-27,NA,NA,NA,NA,203,NA,0.2099999934,1300,NA,NA,NA,NA,122.6800003052,NA,3.7000000477,9.3800001144,6.9000000954,NA,0.25,NA,0.2599999905,2.0999999046,1.8400000334,NA,NA,0.3100000024,NA,NA,7.5,7.8200001717,NA,NA,NA,11.5,NA,13.5500001907,NA,2500,109,7,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,JALAUN,Ganga,Yamuna,MOHANA,Surface Water,2021-01-01 10:10:00,01,2021,CWC,25.8236111111,79.4625,NA,NA,8.3000001907,NA,NA,NA,0,NA,NA,NA,6.5999999046,27.2000007629,NA,NA,NA,17.6100006104,NA,0,NA,15.6800003052,NA,NA,2025-08-27,NA,NA,NA,280,349,NA,0.2099999934,1100,0,NA,NA,NA,222.5299987793,NA,2.3399999142,17.2800006866,30.7600002289,NA,0.0399999991,NA,0,0.4099999964,0.4099999964,0,NA,NA,NA,NA,9.6000003815,8.1899995804,NA,NA,NA,12,NA,5.1900000572,NA,1400,250,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,JAUNPUR,Ganga,Gomti,Jaunpur (MG Marg Bridge),Surface Water,2021-01-01 12:50:00,01,2021,CWC,25.7441666667,82.69,NA,NA,7.1900000572,NA,0,316.2200012207,0.0799999982,NA,NA,NA,2.4600000381,49.6399993896,NA,NA,NA,40.6599998474,NA,0,NA,14.1000003815,NA,NA,2025-08-27,NA,NA,NA,500,492,NA,0.1299999952,8200,0.0500000007,124.0999984741,NA,239.9499969482,316.2200012207,NA,6.6300001144,28.1499996185,44.4199981689,NA,0.0500000007,NA,0.8700000048,5.1599998474,4.2899999619,NA,NA,1.7599999905,NA,NA,7.9000000954,7.9800000191,NA,NA,NA,4.2899999619,NA,29.7999992371,NA,12000,306,19.5,NA,NA,0.6000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,JAUNPUR,Ganga,Gomti,Jaunpur (MG Marg Bridge),Surface Water,2021-01-11 11:30:00,01,2021,CWC,25.7441666667,82.69,NA,NA,7.1900000572,NA,0,301.3900146484,0.0399999991,NA,NA,NA,2.4000000954,44.1500015259,NA,NA,NA,32.7900009155,NA,0,NA,12.8000001907,NA,NA,2025-08-27,NA,NA,NA,530,520,NA,1.2400000095,6000,0.1199999973,110.3700027466,NA,212.3999938965,301.3900146484,NA,4.8200001717,24.7900009155,38.8600006104,NA,0.0700000003,NA,0.6399999857,3.5500001907,2.9100000858,NA,NA,1.2400000095,NA,NA,8,8.029999733,NA,NA,NA,5.6599998474,NA,47.7000007629,NA,9200,316,16.5,NA,NA,0.8000000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,KANPUR NAGAR,Ganga,-,Bithoor,Surface Water,2021-01-01 12:00:00,01,2021,CWC,26.6168722219,80.2755777776,NA,NA,10.8999996185,NA,NA,NA,0.2700000107,NA,NA,NA,4,34.8100013733,NA,NA,NA,12.8000001907,NA,3.9000000954,NA,11,NA,NA,2025-08-27,NA,NA,NA,NA,307,NA,0.2399999946,3400,NA,NA,NA,NA,144.6199951172,NA,5.5999999046,13.9200000763,13.8000001907,NA,0.3400000036,NA,0.2899999917,16.7900009155,16.5,NA,NA,0.3300000131,NA,NA,7.5,8.5200004578,NA,NA,NA,10.1999998093,NA,21.0300006866,NA,6100,157,15.1999998093,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,KANPUR NAGAR,Ganga,-,Kanpur,Surface Water,2021-01-01 08:30:00,01,2021,CWC,26.4722222222,80.3786111111,NA,NA,12,NA,NA,NA,0.3600000143,NA,NA,NA,4.3000001907,36.0999984741,NA,NA,NA,13.6000003815,NA,16.2999992371,NA,11,NA,NA,2025-08-27,NA,NA,NA,NA,316,NA,0.2399999946,6100,NA,NA,NA,NA,110.7099990845,NA,5.8000001907,4.6399998665,12.8999996185,NA,0.3400000036,NA,0.3300000131,6.8099999428,6.4800000191,NA,NA,0.3799999952,NA,NA,7,8.8299999237,NA,NA,NA,10.3000001907,NA,19.3899993896,NA,13000,160,14,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,KASGANJ,Ganga,Kali,Kasganj,Surface Water,2021-01-01 08:30:00,01,2021,CWC,27.7877777778,78.6252777778,NA,NA,1.2000000477,NA,NA,NA,0.2899999917,NA,NA,NA,26,55.9199981689,NA,NA,NA,64.3000030518,NA,0,NA,52,NA,NA,2025-08-27,NA,NA,NA,NA,727,NA,0.3400000036,9100,NA,NA,NA,NA,304.7099914551,NA,36.7000007629,16.7299995422,44.5999984741,NA,0.3600000143,NA,0.2899999917,13.2399997711,12.9499998093,NA,NA,0.349999994,NA,NA,6.5,6.9200000763,NA,NA,NA,11.5,NA,51.4000015259,NA,15000,374,11.8000001907,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,KAUSHAMBI,Ganga,Ganga,Shahzadpur,Surface Water,2021-01-01 08:00:00,01,2021,CWC,25.6649388889,81.4186194444,NA,NA,8.1899995804,NA,28.3500003815,83.9000015259,0.0199999996,NA,NA,NA,2.5499999523,26.6299991608,NA,NA,NA,30.9899997711,NA,28.3500003815,NA,14.8999996185,NA,NA,2025-08-27,NA,NA,NA,350,352,NA,0.1700000018,6800,NA,66.5699996948,NA,217.0700073242,55.5499992371,NA,4.8200001717,15.029999733,23.0100002289,NA,0.0599999987,NA,0.0900000036,1.8799999952,1.8799999952,NA,NA,0.2300000042,NA,NA,8.3999996185,8.3699998856,NA,NA,NA,3.7599999905,NA,27.6000003815,NA,9300,204,11,NA,NA,1.1000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,MATHURA,Ganga,Yamuna,Mathura (Gokul Barrage),Surface Water,2021-01-01 08:32:00,01,2021,CWC,27.4425,77.7136111111,NA,NA,4,NA,0,306.3999938965,0.0700000003,NA,NA,NA,41.7400016785,82.5,NA,NA,NA,135.3999938965,NA,0,NA,65,NA,NA,2025-08-27,NA,NA,NA,1728,1728,NA,0.1899999976,7800,NA,NA,NA,NA,367.700012207,NA,27.6000003815,32.5999984741,108,NA,5.1500000954,NA,0.0500000007,NA,NA,NA,NA,NA,NA,NA,7.7800002098,7.7800002098,NA,NA,NA,11.6499996185,NA,92.5999984741,0,79000,1089,11,NA,NA,8.8199996948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,MIRZAPUR,Ganga,Ganga,Mirzapur,Surface Water,2021-01-21 08:30:00,01,2021,CWC,25.1546,82.5296,NA,NA,7.9400000572,NA,0,217.3800048828,0.0299999993,NA,NA,NA,3.1800000668,33.9000015259,NA,NA,NA,44.5299987793,NA,0,NA,17.6000003815,NA,NA,2025-08-27,NA,NA,NA,440,446,NA,0.1400000006,9200,0.1199999973,84.75,NA,174.2400054932,217.3800048828,NA,4.3600001335,21.75,38.5200004578,NA,0.0799999982,NA,0.1299999952,1.689999938,1.5599999428,NA,NA,0.3000000119,NA,NA,8.3000001907,8.1999998093,NA,NA,NA,4.6199998856,NA,13.1999998093,NA,14000,249,16.5,NA,NA,2.0999999046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,MORADABAD,Ganga,Ganga,Kazipura,Surface Water,2021-01-01 10:40:00,01,2021,CWC,28.9869444444,78.7416666667,NA,NA,10,NA,NA,NA,0.3400000036,NA,NA,NA,1.5,29.0100002289,NA,NA,NA,7.6999998093,NA,0,NA,6,NA,NA,2025-08-27,NA,NA,NA,NA,204,NA,0.1199999973,7800,NA,NA,NA,NA,132.1600036621,NA,2.5999999046,8.6999998093,7.3000001907,NA,0.3400000036,NA,0.349999994,5.75,5.4000000954,NA,NA,0.400000006,NA,NA,NA,6.9899997711,NA,NA,NA,12.5,NA,10.279999733,NA,17000,109,8,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,PRAYGRAJ,Ganga,Yamuna,PRATAPPUR,Surface Water,2021-01-11 08:00:00,01,2021,CWC,25.2994444444,81.5655555556,NA,NA,5.3499999046,NA,NA,NA,0.150000006,NA,NA,NA,2.5999999046,40.8199996948,NA,NA,NA,68.4899978638,NA,0,NA,15.6800003052,NA,NA,2025-08-27,NA,NA,NA,700,640,NA,0.3700000048,1400,0,NA,NA,NA,257.1799926758,NA,6.2300000191,24.4899997711,68.7699966431,NA,0.1400000006,NA,0.0099999998,1.9099999666,1.8999999762,0.0700000003,NA,NA,NA,NA,8.8999996185,8.25,NA,NA,NA,3,NA,37.6199989319,NA,1700,438,19,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,PRAYGRAJ,Ganga,Ganga,Shastri Bridge,Surface Water,2021-01-11 08:00:00,01,2021,CWC,25.4366666667,81.8891666667,NA,NA,7.8699998856,NA,0,173.8399963379,0.0199999996,NA,NA,NA,2.8199999332,38.9099998474,NA,NA,NA,43.4500007629,NA,0,NA,15.1999998093,NA,NA,2025-08-27,NA,NA,NA,360,371,NA,0.150000006,6800,0.0099999998,97.2799987793,NA,177.4600067139,173.8399963379,NA,6.9099998474,19.4899997711,31.1200008392,NA,0.0500000007,NA,0.2800000012,1.9599999189,1.6799999475,NA,NA,0.1199999973,NA,NA,7.5999999046,7.5599999428,NA,NA,NA,5.3800001144,NA,49.5999984741,NA,9200,229,19.2999992371,NA,NA,0.6999999881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,SAHARANPUR,Ganga,Yamuna,Kalanaur,Surface Water,2021-01-04 15:39:00,01,2021,CWC,30.0678333333,77.3540222222,NA,NA,7.5,NA,8.3999996185,131.1999969482,0.0799999982,NA,NA,NA,3.7699999809,56.2000007629,NA,NA,NA,11.8999996185,NA,10.1000003815,NA,30,NA,NA,2025-08-27,NA,NA,NA,416,416,NA,0.4600000083,2000,NA,NA,NA,NA,137.3000030518,NA,4.3000001907,8.6999998093,9.1000003815,NA,2,NA,0.0199999996,0.6999999881,0.6999999881,NA,NA,NA,NA,NA,8.4200000763,8.4200000763,NA,NA,NA,7.5700001717,NA,40.0999984741,0,790000,262,11,NA,NA,3.8699998856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,SITAPUR,Ganga,Gomti,Neemsar,Surface Water,2021-01-01 07:45:00,01,2021,CWC,27.3461111111,80.4777777778,NA,NA,11.1000003815,NA,NA,NA,0.3300000131,NA,NA,NA,1.1000000238,35.6199989319,NA,NA,NA,21.5,NA,13.6999998093,NA,6,NA,NA,2025-08-27,NA,NA,NA,NA,408,NA,0.3600000143,2600,NA,NA,NA,NA,213.4400024414,NA,3.5999999046,15.9499998093,22.7999992371,NA,0.4199999869,NA,0.349999994,5.9000000954,5.5500001907,NA,NA,0.349999994,NA,NA,8.5,8.6400003433,NA,NA,NA,12.5,NA,11.4499998093,NA,5600,221,15,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,SITAPUR,Ganga,Gomti,Sitapur,Surface Water,2021-01-01 08:00:00,01,2021,CWC,27.5719444444,80.6858333333,NA,NA,7.0999999046,NA,NA,NA,0.349999994,NA,NA,NA,4.9000000954,30.6200008392,NA,NA,NA,34.7000007629,NA,0,NA,16,NA,NA,2025-08-27,NA,NA,NA,NA,492,NA,0.3899999857,3800,NA,NA,NA,NA,289.7399902344,NA,4.8000001907,29.2999992371,32.2999992371,NA,0.400000006,NA,0.349999994,11.6500005722,11.3000001907,NA,NA,0.3000000119,NA,NA,NA,8.75,NA,NA,NA,9.8000001907,NA,13.7899999619,NA,6800,267,11.6000003815,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,Shahjhanpur,Ganga,Deoha (Garra),Shahjahanpur,Surface Water,2021-01-01 13:00:00,01,2021,CWC,27.8369444444,79.91,NA,NA,6.9000000954,NA,NA,NA,0.3100000024,NA,NA,NA,5.9000000954,46.0900001526,NA,NA,NA,13,NA,0,NA,13,NA,NA,2025-08-27,NA,NA,NA,NA,801,NA,0.25,2800,NA,NA,NA,NA,219.9299926758,NA,6.1999998093,20.5,12.1000003815,NA,0.3799999952,NA,0.400000006,16.7999992371,16.3999996185,NA,NA,0.349999994,NA,NA,NA,7.2399997711,NA,NA,NA,10.1000003815,NA,28.7399997711,NA,5800,480,12.5,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttar Pradesh,VARANASI,Ganga,Ganga,V S Bridge,Surface Water,2021-01-01 11:35:00,01,2021,CWC,25.2552777778,83.0252777778,NA,NA,7.7899999619,NA,0,188.5,0.0399999991,NA,NA,NA,2.6300001144,40.3499984741,NA,NA,NA,57.0499992371,NA,0,NA,13.1999998093,NA,NA,2025-08-27,NA,NA,NA,450,457,NA,0.1299999952,6800,0.150000006,100.8700027466,NA,174.9400024414,188.5,NA,4.9499998093,18,45.9300003052,NA,0.0500000007,NA,0.0399999991,1.7799999714,1.7400000095,NA,NA,0.0799999982,NA,NA,8.1999998093,8.0500001907,NA,NA,NA,5.5500001907,NA,29.6000003815,NA,12000,269,17.2999992371,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Chamoli,Ganga,Alaknanda,KARNAPRAYAG CONFLUENCE D/S,Surface Water,2021-01-01 08:05:00,01,2021,CWC,30.2647222222,79.2144444444,NA,NA,7.5999999046,NA,0,77.5800018311,NA,NA,NA,NA,1.5599999428,19.2000007629,NA,NA,NA,6.4800000191,NA,0,NA,10.1999998093,NA,NA,2025-08-27,NA,NA,NA,NA,128,NA,0.1800000072,NA,NA,48,44,92,94.6500015259,NA,3.2999999523,10.5600004196,5.2600002289,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,8.1300001144,NA,NA,NA,NA,NA,18.7999992371,NA,NA,78.5999984741,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Haridwar,Ganga,Ganga,HARIDWAR U/S,Surface Water,2021-01-01 08:15:00,01,2021,CWC,29.9675,78.1763888889,NA,NA,7.9000000954,NA,0,NA,NA,NA,NA,NA,1.1699999571,19.2000007629,NA,NA,NA,8.9899997711,NA,0,NA,12.3000001907,NA,NA,2025-08-27,NA,NA,NA,105.1999969482,116,NA,0.2300000042,NA,NA,48,52,100,84.9400024414,NA,2.7300000191,12.4799995422,5.1500000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0500001907,7.9600000381,NA,NA,NA,NA,NA,24,NA,NA,71.3000030518,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Haridwar,Ganga,-,Haridwar ,Surface Water,2021-01-01 08:00:00,01,2021,CWC,29.9755555556,78.1875,NA,NA,7.5999999046,NA,NA,NA,NA,NA,NA,NA,1.5599999428,41.5999984741,NA,NA,NA,14.970000267,NA,0,NA,13,NA,NA,2025-08-27,NA,NA,NA,NA,126,NA,0.2899999917,NA,NA,NA,NA,NA,167.4600067139,NA,3.1099998951,19.2000007629,10.8800001144,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.7699999809,NA,NA,NA,NA,NA,44.7999992371,NA,NA,72.4000015259,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Nainital,Ganga,Kosi,Khairna Barrage(US),Surface Water,2021-01-27 14:00:00,01,2021,Uttarakhand,29.4966222222,79.4808861111,NA,NA,9.6999998093,NA,NA,68,NA,NA,NA,1.2999999523,1.2999999523,16.7999992371,NA,NA,NA,7,NA,12,NA,3,NA,0,2025-08-27,NA,NA,NA,177,177,NA,NA,NA,0.1000000015,42,22,64,56,NA,2.4000000954,5.3000001907,10,NA,0.150000006,NA,0,3.0999999046,3.0999999046,0.0599999987,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,9,NA,NA,83,15.6999998093,NA,NA,6.3000001907,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2999999523
Uttarakhand,PAURI GARHWAL,Ganga,Ganga,Devprayag (G),Surface Water,2021-01-01 08:00:00,01,2021,CWC,30.1405555556,78.5969444444,NA,NA,7.0500001907,NA,NA,NA,NA,NA,NA,NA,2.5299999714,8,NA,NA,NA,6.8400001526,NA,0,NA,6,NA,NA,2025-08-27,NA,NA,NA,NA,99,NA,0.150000006,NA,NA,20,24,44,46.1100006104,NA,2.6199998856,5.7600002289,3.6700000763,NA,0.0500000007,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.4000000954,NA,NA,NA,NA,NA,11.1999998093,NA,NA,58.0999984741,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Rudraprayag,Ganga,Alaknanda,AUGUSTMUNI D/S,Surface Water,2021-01-01 08:00:00,01,2021,CWC,30.3922222222,79.0219444444,NA,NA,6.0399999619,NA,0,69.6200027466,NA,NA,NA,NA,1.9500000477,24,NA,NA,NA,13.970000267,NA,0,NA,12.3000001907,NA,NA,2025-08-27,NA,NA,NA,88.5,97,NA,0.1599999964,NA,NA,60,32,92,84.9400024414,NA,4.3000001907,7.6799998283,8.970000267,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,8.25,8.1800003052,NA,NA,NA,NA,NA,9.1999998093,NA,NA,58.7000007629,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Rudraprayag,Ganga,Alaknanda,AUGUSTMUNI U/S,Surface Water,2021-01-01 08:00:00,01,2021,CWC,30.4002777778,79.0416666667,NA,NA,7.2100000381,NA,0,69.6200027466,NA,NA,NA,NA,1.75,20.7999992371,NA,NA,NA,9.4799995422,NA,0,NA,7.0999999046,NA,NA,2025-08-27,NA,NA,NA,81.4000015259,93,NA,0.1099999994,NA,NA,52,24,76,84.9400024414,NA,4.1999998093,5.7600002289,7.9299998283,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,8.1700000763,8.0100002289,NA,NA,NA,NA,NA,6.4000000954,NA,NA,55.2000007629,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Rudraprayag,Ganga,Alaknanda,Rudraprayag (A),Surface Water,2021-01-01 08:00:00,01,2021,CWC,30.2880611111,78.9842,NA,NA,7.0199999809,NA,NA,NA,NA,NA,NA,NA,1.9500000477,22.3999996185,NA,NA,NA,7.9800000191,NA,0,NA,8.3999996185,NA,NA,2025-08-27,NA,NA,NA,NA,116,NA,0.2099999934,NA,NA,NA,NA,NA,97.0800018311,NA,3.7200000286,7.6799998283,5.8099999428,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.6100001335,NA,NA,NA,NA,NA,20.3999996185,NA,NA,71.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uttarakhand,Tehri Garhwal,Ganga,Bhagirathi-I,Koteshwar,Surface Water,2021-01-01 08:00:00,01,2021,CWC,30.2658333333,78.5030555556,NA,NA,8.1899995804,NA,NA,NA,NA,NA,NA,NA,2.5299999714,12.8000001907,NA,NA,NA,5.9899997711,NA,0,NA,12.5200004578,NA,NA,2025-08-27,NA,NA,NA,NA,80,NA,0.1099999994,NA,NA,NA,NA,NA,41.25,NA,2.5899999142,3.8399999142,3.6400001049,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.5799999237,NA,NA,NA,NA,NA,14.8000001907,NA,NA,45.2000007629,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Bengal,DARJILING,Ganga,Mahananda,Matigara,Surface Water,2021-01-01 10:00:00,01,2021,CWC,26.7202777778,88.3777777778,NA,NA,5.9000000954,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,8.6999998093,NA,0,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,38.7999992371,NA,2.7000000477,1.3999999762,NA,NA,NA,NA,0.0099999998,0.4499999881,0.4499999881,0.0599999987,NA,NA,NA,NA,NA,7,NA,NA,NA,30.0200004578,NA,8.75,NA,NA,44,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,DARBHANGA,Ganga,Kosi,Hayaghat,Surface Water,2021-02-01 09:00:00,02,2021,CWC,26.0370222222,85.8871444444,NA,NA,5.8600001335,NA,16,126.0500030518,NA,NA,NA,NA,2.1400001049,32.6800003052,NA,NA,NA,21,NA,9.6000003815,NA,NA,NA,NA,2025-08-27,NA,NA,5.8600001335,NA,301,NA,NA,NA,NA,81.5999984741,NA,247.3500061035,134.1999969482,NA,13.3999996185,40.25,17.1000003815,12.3400001526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9000000954,-2.4200000763,0.4699999988,NA,NA,NA,NA,127,NA,193,14,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,LAKHISARAI,Ganga,Kiul,Lakhisarai,Surface Water,2021-02-01 08:30:00,02,2021,CWC,25.1847222222,86.1019444444,NA,NA,NA,NA,8,126.0500030518,NA,NA,NA,1.9600000381,NA,30.9599990845,NA,NA,NA,19,NA,4.8000001907,NA,NA,NA,NA,2025-08-27,NA,NA,6.0799999237,NA,309,NA,NA,NA,NA,77.3099975586,NA,251.5399932861,143.9600067139,NA,13.3999996185,42.3100013733,20.1000003815,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,0.5500000119,NA,NA,NA,NA,NA,NA,198,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9600000381
Bihar,MADHUBANI,Ganga,Kosi,Jhanjharpur,Surface Water,2021-02-01 08:30:00,02,2021,CWC,26.2269083333,86.2561611111,NA,NA,5.8600001335,NA,12,142.0500030518,NA,NA,NA,NA,1.9400000572,37.8400001526,NA,NA,NA,20,NA,7.1999998093,NA,NA,NA,NA,2025-08-27,NA,NA,NA,NA,298,NA,NA,NA,NA,94.4899978638,NA,230.4600067139,158.6000061035,NA,11.8000001907,33.0200004578,11.6000003815,9.3199996948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1999998093,8.1999998093,-1.7599999905,0.3300000131,NA,NA,NA,NA,116,NA,191,18,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bihar,MUZAFFARPUR,Ganga,Burhi Gandak,Kanti,Surface Water,2021-02-01 12:46:00,02,2021,CWC,26.2736083333,85.3002777778,NA,NA,5.6900000572,NA,24,158.0599975586,NA,NA,NA,NA,1.9600000381,27.5200004578,NA,NA,NA,18,NA,14.3999996185,NA,NA,NA,NA,2025-08-27,NA,NA,5.6900000572,NA,288,NA,NA,NA,NA,68.7200012207,NA,234.4700012207,163.4799957275,NA,11.1000003815,40.25,16.1000003815,12.3500003815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6999998093,7.8000001907,-1.5199999809,0.4600000083,NA,NA,NA,NA,96,NA,184,15,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
